,evacuation_time,fall_length,passenger_bonus
2225,266.0,480,0.25
2226,261.0,480,0.25
2227,270.0,480,0.25
2228,215.0,480,0.25
2229,314.0,480,0.25
2230,254.0,480,0.25
2231,641.0,480,0.25
2232,241.0,480,0.25
2233,250.0,480,0.25
2234,320.0,480,0.25
2235,263.0,480,0.25
2236,306.0,480,0.25
2237,325.0,480,0.25
2238,310.0,480,0.25
2239,227.0,480,0.25
2240,339.0,480,0.25
2241,317.0,480,0.25
2242,325.0,480,0.25
2243,300.0,480,0.25
2244,248.0,480,0.25
2245,318.0,480,0.25
2246,259.0,480,0.25
2247,261.0,480,0.25
2248,374.0,480,0.25
2249,250.0,480,0.25
2250,317.0,480,0.3
2251,375.0,480,0.3
2252,275.0,480,0.3
2253,368.0,480,0.3
2254,294.0,480,0.3
2255,263.0,480,0.3
2256,250.0,480,0.3
2257,262.0,480,0.3
2258,316.0,480,0.3
2259,252.0,480,0.3
2260,280.0,480,0.3
2261,322.0,480,0.3
2262,261.0,480,0.3
2263,413.0,480,0.3
2264,212.0,480,0.3
2265,254.0,480,0.3
2266,273.0,480,0.3
2267,217.0,480,0.3
2268,263.0,480,0.3
2269,378.0,480,0.3
2270,321.0,480,0.3
2271,310.0,480,0.3
2272,235.0,480,0.3
2273,437.0,480,0.3
2274,259.0,480,0.3
2275,212.0,480,0.3
2276,335.0,480,0.3
2277,270.0,480,0.3
2278,335.0,480,0.3
2279,313.0,480,0.3
2280,260.0,480,0.35
2281,323.0,480,0.35
2282,255.0,480,0.35
2283,258.0,480,0.35
2284,298.0,480,0.35
2285,313.0,480,0.35
2286,376.0,480,0.35
2287,266.0,480,0.35
2288,228.0,480,0.35
2289,259.0,480,0.35
2290,254.0,480,0.35
2291,313.0,480,0.35
2292,313.0,480,0.35
2293,283.0,480,0.35
2294,322.0,480,0.35
2295,311.0,480,0.35
2296,259.0,480,0.35
2297,275.0,480,0.35
2298,259.0,480,0.35
2299,342.0,480,0.35
2300,373.0,480,0.35
2301,252.0,480,0.35
2302,276.0,480,0.35
2303,248.0,480,0.35
2304,225.0,480,0.35
2305,306.0,480,0.35
2306,265.0,480,0.35
2307,265.0,480,0.35
2308,279.0,480,0.35
2309,318.0,480,0.35
2310,288.0,480,0.4
2311,254.0,480,0.4
2312,535.0,480,0.4
2313,349.0,480,0.4
2314,370.0,480,0.4
2315,251.0,480,0.4
2316,258.0,480,0.4
2317,259.0,480,0.4
2318,336.0,480,0.4
2319,430.0,480,0.4
2320,320.0,480,0.4
2321,256.0,480,0.4
2322,214.0,480,0.4
2323,258.0,480,0.4
2324,215.0,480,0.4
2325,548.0,480,0.4
2326,254.0,480,0.4
2327,303.0,480,0.4
2328,288.0,480,0.4
2329,254.0,480,0.4
2330,541.0,480,0.4
2331,380.0,480,0.4
2332,362.0,480,0.4
2333,316.0,480,0.4
2334,214.0,480,0.4
2335,272.0,480,0.4
2336,212.0,480,0.4
2337,234.0,480,0.4
2338,219.0,480,0.4
2339,261.0,480,0.4
2340,318.0,480,0.45
2341,314.0,480,0.45
2342,285.0,480,0.45
2343,236.0,480,0.45
2344,320.0,480,0.45
2345,311.0,480,0.45
2346,226.0,480,0.45
2347,258.0,480,0.45
2348,319.0,480,0.45
2349,304.0,480,0.45
2350,374.0,480,0.45
2351,324.0,480,0.45
2352,297.0,480,0.45
2353,313.0,480,0.45
2354,247.0,480,0.45
2355,263.0,480,0.45
2356,372.0,480,0.45
2357,254.0,480,0.45
2358,260.0,480,0.45
2359,277.0,480,0.45
2360,299.0,480,0.45
2361,260.0,480,0.45
2362,351.0,480,0.45
2363,262.0,480,0.45
2364,254.0,480,0.45
2365,330.0,480,0.45
2366,319.0,480,0.45
2367,306.0,480,0.45
2368,397.0,480,0.45
2369,514.0,480,0.45
2370,290.0,480,0.5
2371,268.0,480,0.5
2372,312.0,480,0.5
2373,257.0,480,0.5
2374,324.0,480,0.5
2375,283.0,480,0.5
2376,281.0,480,0.5
2377,271.0,480,0.5
2378,260.0,480,0.5
2379,360.0,480,0.5
2380,522.0,480,0.5
2381,328.0,480,0.5
2382,318.0,480,0.5
2383,221.0,480,0.5
2384,563.0,480,0.5
2385,313.0,480,0.5
2386,282.0,480,0.5
2387,367.0,480,0.5
2388,251.0,480,0.5
2389,286.0,480,0.5
2390,315.0,480,0.5
2391,302.0,480,0.5
2392,283.0,480,0.5
2393,378.0,480,0.5
2394,315.0,480,0.5
2395,216.0,480,0.5
2396,258.0,480,0.5
2397,254.0,480,0.5
2398,216.0,480,0.5
2399,314.0,480,0.5
2400,255.0,540,0.05
2401,281.0,540,0.05
2402,259.0,540,0.05
2403,264.0,540,0.05
2404,207.0,540,0.05
2405,274.0,540,0.05
2406,375.0,540,0.05
2407,285.0,540,0.05
2408,310.0,540,0.05
2409,260.0,540,0.05
2410,258.0,540,0.05
2411,318.0,540,0.05
2412,318.0,540,0.05
2413,319.0,540,0.05
2414,256.0,540,0.05
2415,259.0,540,0.05
2416,403.0,540,0.05
2417,317.0,540,0.05
2418,425.0,540,0.05
2419,248.0,540,0.05
2420,255.0,540,0.05
2421,266.0,540,0.05
2422,271.0,540,0.05
2423,310.0,540,0.05
2424,319.0,540,0.05
2425,304.0,540,0.05
2426,290.0,540,0.05
2427,261.0,540,0.05
2428,272.0,540,0.05
2429,321.0,540,0.05
2430,317.0,540,0.1
2431,314.0,540,0.1
2432,261.0,540,0.1
2433,203.0,540,0.1
2434,266.0,540,0.1
2435,386.0,540,0.1
2436,301.0,540,0.1
2437,219.0,540,0.1
2438,258.0,540,0.1
2439,281.0,540,0.1
2440,277.0,540,0.1
2441,264.0,540,0.1
2442,269.0,540,0.1
2443,310.0,540,0.1
2444,280.0,540,0.1
2445,317.0,540,0.1
2446,257.0,540,0.1
2447,253.0,540,0.1
2448,249.0,540,0.1
2449,292.0,540,0.1
2450,259.0,540,0.1
2451,350.0,540,0.1
2452,255.0,540,0.1
2453,328.0,540,0.1
2454,256.0,540,0.1
2455,312.0,540,0.1
2456,316.0,540,0.1
2457,266.0,540,0.1
2458,295.0,540,0.1
2459,298.0,540,0.1
2460,409.0,540,0.15
2461,272.0,540,0.15
2462,259.0,540,0.15
2463,265.0,540,0.15
2464,260.0,540,0.15
2465,283.0,540,0.15
2466,379.0,540,0.15
2467,371.0,540,0.15
2468,263.0,540,0.15
2469,272.0,540,0.15
2470,261.0,540,0.15
2471,282.0,540,0.15
2472,260.0,540,0.15
2473,324.0,540,0.15
2474,312.0,540,0.15
2475,303.0,540,0.15
2476,258.0,540,0.15
2477,258.0,540,0.15
2478,325.0,540,0.15
2479,277.0,540,0.15
2480,287.0,540,0.15
2481,381.0,540,0.15
2482,291.0,540,0.15
2483,315.0,540,0.15
2484,258.0,540,0.15
2485,268.0,540,0.15
2486,304.0,540,0.15
2487,263.0,540,0.15
2488,315.0,540,0.15
2489,354.0,540,0.15
2490,266.0,540,0.2
2491,614.0,540,0.2
2492,263.0,540,0.2
2493,262.0,540,0.2
2494,322.0,540,0.2
2495,261.0,540,0.2
2496,254.0,540,0.2
2497,343.0,540,0.2
2498,259.0,540,0.2
2499,308.0,540,0.2
2500,348.0,540,0.2
2501,588.0,540,0.2
2502,593.0,540,0.2
2503,610.0,540,0.2
2504,224.0,540,0.2
2505,259.0,540,0.2
2506,321.0,540,0.2
2507,306.0,540,0.2
2508,257.0,540,0.2
2509,256.0,540,0.2
2510,253.0,540,0.2
2511,588.0,540,0.2
2512,322.0,540,0.2
2513,221.0,540,0.2
2514,393.0,540,0.2
2515,324.0,540,0.2
2516,215.0,540,0.2
2517,259.0,540,0.2
2518,303.0,540,0.2
2519,291.0,540,0.2
2520,285.0,540,0.25
2521,241.0,540,0.25
2522,302.0,540,0.25
2523,255.0,540,0.25
2524,283.0,540,0.25
2525,319.0,540,0.25
2526,562.0,540,0.25
2527,254.0,540,0.25
2528,270.0,540,0.25
2529,320.0,540,0.25
2530,261.0,540,0.25
2531,261.0,540,0.25
2532,491.0,540,0.25
2533,263.0,540,0.25
2534,262.0,540,0.25
2535,266.0,540,0.25
2536,267.0,540,0.25
2537,310.0,540,0.25
2538,304.0,540,0.25
2539,415.0,540,0.25
2540,260.0,540,0.25
2541,318.0,540,0.25
2542,297.0,540,0.25
2543,259.0,540,0.25
2544,251.0,540,0.25
2545,270.0,540,0.25
2546,318.0,540,0.25
2547,272.0,540,0.25
2548,250.0,540,0.25
2549,212.0,540,0.25
2550,272.0,540,0.3
2551,650.0,540,0.3
2552,313.0,540,0.3
2553,261.0,540,0.3
2554,311.0,540,0.3
2555,308.0,540,0.3
2556,265.0,540,0.3
2557,232.0,540,0.3
2558,369.0,540,0.3
2559,304.0,540,0.3
2560,233.0,540,0.3
2561,307.0,540,0.3
2562,263.0,540,0.3
2563,720.0,540,0.3
2564,612.0,540,0.3
2565,259.0,540,0.3
2566,292.0,540,0.3
2567,605.0,540,0.3
2568,317.0,540,0.3
2569,435.0,540,0.3
2570,211.0,540,0.3
2571,569.0,540,0.3
2572,314.0,540,0.3
2573,313.0,540,0.3
2574,564.0,540,0.3
2575,240.0,540,0.3
2576,316.0,540,0.3
2577,377.0,540,0.3
2578,257.0,540,0.3
2579,263.0,540,0.3
2580,316.0,540,0.35
2581,255.0,540,0.35
2582,281.0,540,0.35
2583,434.0,540,0.35
2584,217.0,540,0.35
2585,315.0,540,0.35
2586,269.0,540,0.35
2587,274.0,540,0.35
2588,341.0,540,0.35
2589,904.0,540,0.35
2590,250.0,540,0.35
2591,,540,0.35
2592,313.0,540,0.35
2593,289.0,540,0.35
2594,322.0,540,0.35
2595,312.0,540,0.35
2596,271.0,540,0.35
2597,372.0,540,0.35
2598,261.0,540,0.35
2599,255.0,540,0.35
2600,318.0,540,0.35
2601,255.0,540,0.35
2602,295.0,540,0.35
2603,614.0,540,0.35
2604,259.0,540,0.35
2605,324.0,540,0.35
2606,620.0,540,0.35
2607,305.0,540,0.35
2608,222.0,540,0.35
2609,306.0,540,0.35
2610,382.0,540,0.4
2611,250.0,540,0.4
2612,323.0,540,0.4
2613,253.0,540,0.4
2614,259.0,540,0.4
2615,280.0,540,0.4
2616,262.0,540,0.4
2617,260.0,540,0.4
2618,226.0,540,0.4
2619,258.0,540,0.4
2620,264.0,540,0.4
2621,316.0,540,0.4
2622,264.0,540,0.4
2623,255.0,540,0.4
2624,279.0,540,0.4
2625,274.0,540,0.4
2626,281.0,540,0.4
2627,266.0,540,0.4
2628,370.0,540,0.4
2629,267.0,540,0.4
2630,258.0,540,0.4
2631,592.0,540,0.4
2632,362.0,540,0.4
2633,356.0,540,0.4
2634,249.0,540,0.4
2635,260.0,540,0.4
2636,367.0,540,0.4
2637,258.0,540,0.4
2638,615.0,540,0.4
2639,261.0,540,0.4
2640,316.0,540,0.45
2641,373.0,540,0.45
2642,246.0,540,0.45
2643,578.0,540,0.45
2644,218.0,540,0.45
2645,591.0,540,0.45
2646,265.0,540,0.45
2647,259.0,540,0.45
2648,258.0,540,0.45
2649,412.0,540,0.45
2650,257.0,540,0.45
2651,262.0,540,0.45
2652,269.0,540,0.45
2653,244.0,540,0.45
2654,367.0,540,0.45
2655,311.0,540,0.45
2656,263.0,540,0.45
2657,250.0,540,0.45
2658,204.0,540,0.45
2659,332.0,540,0.45
2660,262.0,540,0.45
2661,372.0,540,0.45
2662,324.0,540,0.45
2663,318.0,540,0.45
2664,253.0,540,0.45
2665,262.0,540,0.45
2666,376.0,540,0.45
2667,262.0,540,0.45
2668,375.0,540,0.45
2669,260.0,540,0.45
2670,203.0,540,0.5
2671,270.0,540,0.5
2672,259.0,540,0.5
2673,377.0,540,0.5
2674,273.0,540,0.5
2675,258.0,540,0.5
2676,333.0,540,0.5
2677,371.0,540,0.5
2678,266.0,540,0.5
2679,327.0,540,0.5
2680,293.0,540,0.5
2681,259.0,540,0.5
2682,370.0,540,0.5
2683,255.0,540,0.5
2684,309.0,540,0.5
2685,313.0,540,0.5
2686,250.0,540,0.5
2687,309.0,540,0.5
2688,261.0,540,0.5
2689,253.0,540,0.5
2690,256.0,540,0.5
2691,316.0,540,0.5
2692,543.0,540,0.5
2693,315.0,540,0.5
2694,635.0,540,0.5
2695,579.0,540,0.5
2696,317.0,540,0.5
2697,260.0,540,0.5
2698,276.0,540,0.5
2699,310.0,540,0.5
2700,326.0,600,0.05
2701,255.0,600,0.05
2702,280.0,600,0.05
2703,298.0,600,0.05
2704,439.0,600,0.05
2705,249.0,600,0.05
2706,277.0,600,0.05
2707,264.0,600,0.05
2708,381.0,600,0.05
2709,263.0,600,0.05
2710,264.0,600,0.05
2711,262.0,600,0.05
2712,222.0,600,0.05
2713,279.0,600,0.05
2714,309.0,600,0.05
2715,715.0,600,0.05
2716,282.0,600,0.05
2717,299.0,600,0.05
2718,263.0,600,0.05
2719,244.0,600,0.05
2720,263.0,600,0.05
2721,348.0,600,0.05
2722,255.0,600,0.05
2723,240.0,600,0.05
2724,681.0,600,0.05
2725,260.0,600,0.05
2726,326.0,600,0.05
2727,343.0,600,0.05
2728,254.0,600,0.05
2729,320.0,600,0.05
2730,261.0,600,0.1
2731,296.0,600,0.1
2732,326.0,600,0.1
2733,331.0,600,0.1
2734,377.0,600,0.1
2735,315.0,600,0.1
2736,256.0,600,0.1
2737,432.0,600,0.1
2738,772.0,600,0.1
2739,284.0,600,0.1
2740,261.0,600,0.1
2741,278.0,600,0.1
2742,249.0,600,0.1
2743,318.0,600,0.1
2744,292.0,600,0.1
2745,371.0,600,0.1
2746,401.0,600,0.1
2747,342.0,600,0.1
2748,259.0,600,0.1
2749,256.0,600,0.1
2750,254.0,600,0.1
2751,255.0,600,0.1
2752,205.0,600,0.1
2753,264.0,600,0.1
2754,382.0,600,0.1
2755,271.0,600,0.1
2756,254.0,600,0.1
2757,314.0,600,0.1
2758,329.0,600,0.1
2759,441.0,600,0.1
2760,260.0,600,0.15
2761,316.0,600,0.15
2762,256.0,600,0.15
2763,269.0,600,0.15
2764,256.0,600,0.15
2765,214.0,600,0.15
2766,370.0,600,0.15
2767,266.0,600,0.15
2768,265.0,600,0.15
2769,285.0,600,0.15
2770,271.0,600,0.15
2771,257.0,600,0.15
2772,291.0,600,0.15
2773,266.0,600,0.15
2774,473.0,600,0.15
2775,265.0,600,0.15
2776,249.0,600,0.15
2777,280.0,600,0.15
2778,540.0,600,0.15
2779,259.0,600,0.15
2780,320.0,600,0.15
2781,327.0,600,0.15
2782,314.0,600,0.15
2783,334.0,600,0.15
2784,259.0,600,0.15
2785,211.0,600,0.15
2786,285.0,600,0.15
2787,318.0,600,0.15
2788,446.0,600,0.15
2789,336.0,600,0.15
2790,276.0,600,0.2
2791,214.0,600,0.2
2792,352.0,600,0.2
2793,254.0,600,0.2
2794,222.0,600,0.2
2795,208.0,600,0.2
2796,317.0,600,0.2
2797,315.0,600,0.2
2798,376.0,600,0.2
2799,335.0,600,0.2
2800,334.0,600,0.2
2801,319.0,600,0.2
2802,354.0,600,0.2
2803,520.0,600,0.2
2804,273.0,600,0.2
2805,298.0,600,0.2
2806,250.0,600,0.2
2807,332.0,600,0.2
2808,274.0,600,0.2
2809,215.0,600,0.2
2810,259.0,600,0.2
2811,278.0,600,0.2
2812,367.0,600,0.2
2813,288.0,600,0.2
2814,253.0,600,0.2
2815,284.0,600,0.2
2816,325.0,600,0.2
2817,244.0,600,0.2
2818,316.0,600,0.2
2819,210.0,600,0.2
2820,266.0,600,0.25
2821,340.0,600,0.25
2822,316.0,600,0.25
2823,273.0,600,0.25
2824,628.0,600,0.25
2825,345.0,600,0.25
2826,360.0,600,0.25
2827,369.0,600,0.25
2828,319.0,600,0.25
2829,441.0,600,0.25
2830,259.0,600,0.25
2831,282.0,600,0.25
2832,516.0,600,0.25
2833,265.0,600,0.25
2834,273.0,600,0.25
2835,312.0,600,0.25
2836,256.0,600,0.25
2837,488.0,600,0.25
2838,376.0,600,0.25
2839,344.0,600,0.25
2840,233.0,600,0.25
2841,209.0,600,0.25
2842,320.0,600,0.25
2843,314.0,600,0.25
2844,310.0,600,0.25
2845,254.0,600,0.25
2846,255.0,600,0.25
2847,325.0,600,0.25
2848,394.0,600,0.25
2849,264.0,600,0.25
2850,310.0,600,0.3
2851,308.0,600,0.3
2852,255.0,600,0.3
2853,228.0,600,0.3
2854,261.0,600,0.3
2855,630.0,600,0.3
2856,252.0,600,0.3
2857,286.0,600,0.3
2858,265.0,600,0.3
2859,348.0,600,0.3
2860,287.0,600,0.3
2861,347.0,600,0.3
2862,263.0,600,0.3
2863,312.0,600,0.3
2864,257.0,600,0.3
2865,264.0,600,0.3
2866,258.0,600,0.3
2867,639.0,600,0.3
2868,294.0,600,0.3
2869,252.0,600,0.3
2870,260.0,600,0.3
2871,224.0,600,0.3
2872,308.0,600,0.3
2873,335.0,600,0.3
2874,372.0,600,0.3
2875,276.0,600,0.3
2876,260.0,600,0.3
2877,336.0,600,0.3
2878,250.0,600,0.3
2879,307.0,600,0.3
2880,284.0,600,0.35
2881,299.0,600,0.35
2882,313.0,600,0.35
2883,272.0,600,0.35
2884,280.0,600,0.35
2885,254.0,600,0.35
2886,383.0,600,0.35
2887,255.0,600,0.35
2888,315.0,600,0.35
2889,237.0,600,0.35
2890,344.0,600,0.35
2891,256.0,600,0.35
2892,665.0,600,0.35
2893,280.0,600,0.35
2894,266.0,600,0.35
2895,308.0,600,0.35
2896,251.0,600,0.35
2897,261.0,600,0.35
2898,215.0,600,0.35
2899,307.0,600,0.35
2900,286.0,600,0.35
2901,278.0,600,0.35
2902,326.0,600,0.35
2903,380.0,600,0.35
2904,282.0,600,0.35
2905,261.0,600,0.35
2906,428.0,600,0.35
2907,265.0,600,0.35
2908,426.0,600,0.35
2909,272.0,600,0.35
2910,321.0,600,0.4
2911,277.0,600,0.4
2912,260.0,600,0.4
2913,257.0,600,0.4
2914,319.0,600,0.4
2915,374.0,600,0.4
2916,260.0,600,0.4
2917,317.0,600,0.4
2918,250.0,600,0.4
2919,287.0,600,0.4
2920,375.0,600,0.4
2921,364.0,600,0.4
2922,368.0,600,0.4
2923,413.0,600,0.4
2924,315.0,600,0.4
2925,297.0,600,0.4
2926,268.0,600,0.4
2927,312.0,600,0.4
2928,251.0,600,0.4
2929,259.0,600,0.4
2930,244.0,600,0.4
2931,258.0,600,0.4
2932,255.0,600,0.4
2933,289.0,600,0.4
2934,261.0,600,0.4
2935,667.0,600,0.4
2936,314.0,600,0.4
2937,262.0,600,0.4
2938,320.0,600,0.4
2939,329.0,600,0.4
2940,255.0,600,0.45
2941,249.0,600,0.45
2942,631.0,600,0.45
2943,359.0,600,0.45
2944,214.0,600,0.45
2945,276.0,600,0.45
2946,297.0,600,0.45
2947,335.0,600,0.45
2948,269.0,600,0.45
2949,262.0,600,0.45
2950,312.0,600,0.45
2951,224.0,600,0.45
2952,269.0,600,0.45
2953,671.0,600,0.45
2954,267.0,600,0.45
2955,261.0,600,0.45
2956,314.0,600,0.45
2957,259.0,600,0.45
2958,302.0,600,0.45
2959,667.0,600,0.45
2960,250.0,600,0.45
2961,252.0,600,0.45
2962,307.0,600,0.45
2963,255.0,600,0.45
2964,249.0,600,0.45
2965,280.0,600,0.45
2966,267.0,600,0.45
2967,265.0,600,0.45
2968,308.0,600,0.45
2969,255.0,600,0.45
2970,319.0,600,0.5
2971,637.0,600,0.5
2972,307.0,600,0.5
2973,257.0,600,0.5
2974,300.0,600,0.5
2975,246.0,600,0.5
2976,643.0,600,0.5
2977,223.0,600,0.5
2978,254.0,600,0.5
2979,317.0,600,0.5
2980,279.0,600,0.5
2981,618.0,600,0.5
2982,289.0,600,0.5
2983,259.0,600,0.5
2984,407.0,600,0.5
2985,270.0,600,0.5
2986,266.0,600,0.5
2987,215.0,600,0.5
2988,372.0,600,0.5
2989,251.0,600,0.5
2990,263.0,600,0.5
2991,264.0,600,0.5
2992,316.0,600,0.5
2993,371.0,600,0.5
2994,261.0,600,0.5
2995,353.0,600,0.5
2996,263.0,600,0.5
2997,309.0,600,0.5
2998,255.0,600,0.5
2999,274.0,600,0.5
